date,us_treasury_10y,inflation,gold,sp500,dollar_index
2020-09-11,3.074,2.4708,119.6576,166.1151,83.72
2020-09-14,3.0863,2.374,118.838,168.014,84.239
2020-09-15,3.1036,2.3577,119.8301,167.738,84.6238
2020-09-16,3.1111,2.3162,119.0349,167.0826,83.9913
2020-09-17,3.2099,2.3902,118.4788,166.8318,83.6111
2020-09-18,3.1045,2.5238,119.9871,168.3258,83.2519
2020-09-21,3.0751,2.5352,117.9707,168.026,82.5417
2020-09-22,3.1898,2.63,117.6076,165.7186,82.3241
2020-09-23,3.171,2.6582,117.6165,166.4083,81.4846
2020-09-24,3.1964,2.5934,117.3275,164.9987,80.8769
2020-09-25,3.0349,2.4709,115.9359,163.4542,80.8702
2020-09-28,3.0473,2.4777,116.8498,162.0484,83.2666
2020-09-29,3.0793,2.458,116.0334,163.4864,82.5588
2020-09-30,3.0977,2.524,116.3109,167.4427,82.5757
2020-10-01,3.1414,2.6104,117.8283,167.5239,82.8324
2020-10-02,3.106,2.5384,116.3408,167.7608,82.3803
2020-10-05,3.154,2.5514,115.8414,163.4877,83.6534
2020-10-06,3.2209,2.415,114.4038,161.219,84.5876
2020-10-07,3.1421,2.3451,114.5858,161.8205,83.3561
2020-10-08,3.2477,2.4013,113.57,159.5588,83.5206
2020-10-09,3.4111,2.3863,112.3741,160.6836,83.8626
2020-10-12,3.3877,2.4512,112.62,161.0015,81.9451
2020-10-13,3.4273,2.5538,114.4953,162.3122,82.0094
2020-10-14,3.4475,2.7234,116.8707,162.925,82.5847
2020-10-15,3.5292,2.8071,115.6163,165.0314,82.2038
2020-10-16,3.5562,2.8297,115.5525,164.7134,83.5149
2020-10-19,3.5006,2.8614,116.5355,165.9196,83.3512
2020-10-20,3.4537,2.8678,115.4657,165.065,83.4776
2020-10-21,3.605,2.9984,115.6357,163.8997,85.4643
2020-10-22,3.6679,3.0675,114.8787,158.8293,85.4345
2020-10-23,3.6957,3.2841,116.556,156.174,87.3387
2020-10-26,3.7288,3.3326,118.1327,156.0593,87.2123
2020-10-27,3.9563,3.377,117.9764,158.3498,86.6511
2020-10-28,3.8554,3.4298,118.4133,156.5922,85.7005
2020-10-29,3.9067,3.317,117.8657,151.4514,87.4083
2020-10-30,3.9879,3.3572,118.241,151.8978,88.0943
2020-11-02,3.898,3.2486,117.0405,148.1342,87.0673
2020-11-03,3.8345,3.1062,116.1366,145.5411,88.0266
2020-11-04,3.819,3.2244,117.5777,148.4521,88.5209
2020-11-05,3.6496,3.0105,116.0314,147.677,88.8277
2020-11-06,3.5335,2.9415,115.9521,146.9599,88.8271
2020-11-09,3.5327,2.9049,116.6754,149.2799,88.1811
2020-11-10,3.6008,3.036,117.8254,147.0662,88.1893
2020-11-11,3.6717,3.2414,117.6324,149.5484,88.3257
2020-11-12,3.6523,3.2675,118.272,149.2725,90.2172
2020-11-13,3.7315,3.2728,118.9285,151.664,90.2706
2020-11-16,3.7256,3.3389,118.9522,148.513,91.6343
2020-11-17,3.9179,3.4654,119.1149,147.4147,91.4394
2020-11-18,3.9592,3.4162,117.9704,147.6939,92.3748
2020-11-19,3.9137,3.4998,118.8691,146.2249,91.5359
2020-11-20,4.1171,3.4639,116.854,142.9453,93.3228
2020-11-23,4.1795,3.4426,118.5679,142.9269,92.1285
2020-11-24,3.973,3.4179,119.8607,145.9754,92.69
2020-11-25,3.9896,3.387,120.8751,146.7976,93.0591
2020-11-26,3.872,3.3773,120.7849,145.0099,95.3613
2020-11-27,3.744,3.3359,120.1991,144.9397,94.185
2020-11-30,3.8395,3.4561,119.3949,145.245,94.9464
2020-12-01,3.8377,3.4447,119.7625,142.1181,95.8678
2020-12-02,3.8251,3.4671,120.0754,140.3969,96.2875
2020-12-03,3.9427,3.3921,119.0157,136.5195,97.771
2020-12-04,4.0264,3.5244,121.5483,137.4007,99.6321
2020-12-07,4.0812,3.5963,122.7955,139.256,100.4585
2020-12-08,4.0353,3.5036,121.737,139.8054,101.1584
2020-12-09,3.933,3.4598,122.3284,138.9339,101.8977
2020-12-10,3.8946,3.5655,122.5777,139.8486,103.8473
2020-12-11,3.9302,3.3759,120.7862,136.8617,102.8781
2020-12-14,3.9034,3.4152,120.186,139.2561,103.0066
2020-12-15,3.8742,3.5153,121.6643,137.9625,103.27
2020-12-16,3.7546,3.5577,122.131,137.4578,103.0271
2020-12-17,3.8335,3.5645,121.5573,136.6665,102.6264
2020-12-18,3.6905,3.4225,121.0899,136.2675,102.7835
2020-12-21,3.663,3.3948,120.8883,136.0949,102.0256
2020-12-22,3.6068,3.4527,122.9119,134.9973,101.7076
2020-12-23,3.6639,3.444,123.4137,137.49,99.4447
2020-12-24,3.5636,3.3848,124.5101,140.1853,98.821
2020-12-25,3.4672,3.4816,126.3018,139.7942,98.1929
2020-12-28,3.5723,3.389,124.1263,137.6933,99.8711
2020-12-29,3.5582,3.3751,122.2638,136.1741,99.3958
2020-12-30,3.3512,3.2904,122.249,140.4965,98.6658
2020-12-31,3.4128,3.2016,121.8702,139.8433,99.3723
2021-01-01,3.3265,3.1708,122.5713,139.3734,98.4331
2021-01-04,3.231,3.2559,124.9865,141.1215,96.3611
2021-01-05,3.1841,3.2788,125.1715,142.5581,95.6417
2021-01-06,3.2122,3.3252,124.379,142.4204,97.7055
2021-01-07,3.0324,3.3515,125.1512,143.6179,96.1237
2021-01-08,3.0695,3.4001,125.0647,142.9538,95.6116
2021-01-11,3.1124,3.4943,125.8581,141.6904,97.4007
2021-01-12,3.186,3.5876,127.0326,143.9181,97.2997
2021-01-13,3.0978,3.6713,129.3895,145.5797,97.5891
2021-01-14,3.2106,3.6737,130.5903,145.2085,97.1307
2021-01-15,3.1388,3.5945,131.3808,146.809,96.6106
2021-01-18,3.1029,3.6467,131.5461,146.3945,97.5385
2021-01-19,2.9717,3.6107,132.3818,147.8077,97.1304
2021-01-20,2.9308,3.5271,130.5571,149.6266,96.0689
2021-01-21,2.8342,3.3924,129.6495,150.4946,95.937
2021-01-22,2.7831,3.4453,128.7533,153.7033,95.4484
2021-01-25,2.7619,3.5478,128.8165,155.7129,95.3304
2021-01-26,2.9921,3.5072,128.3801,154.7575,95.2141
2021-01-27,2.9692,3.5222,128.1684,155.7997,95.084
2021-01-28,2.9534,3.5282,129.3502,155.7838,95.6744
2021-01-29,3.0838,3.5572,129.8178,156.6691,96.2557
2021-02-01,3.0357,3.5553,129.3875,152.9889,97.7657
2021-02-02,3.2868,3.4941,128.6733,154.2471,97.2823
2021-02-03,3.286,3.6609,130.572,156.7974,95.6277
2021-02-04,3.1243,3.5565,130.4008,159.7886,94.8118
2021-02-05,3.1045,3.5197,130.7536,162.3771,96.3439
2021-02-08,3.0518,3.4251,129.5465,165.3559,92.5302
2021-02-09,3.1028,3.3201,129.9626,164.2317,93.1147
2021-02-10,3.08,3.2547,130.5886,165.1349,92.5674
2021-02-11,3.1528,3.2712,130.8562,167.2493,91.4734
2021-02-12,3.0778,3.2581,132.3774,170.7623,90.4379
2021-02-15,3.1322,3.2523,133.4287,167.8028,90.7346
2021-02-16,3.1731,3.2161,132.5992,164.6135,91.688
2021-02-17,3.1931,3.334,132.8848,164.2105,92.3407
2021-02-18,3.1552,3.3769,133.674,167.5973,91.0246
2021-02-19,3.32,3.3781,133.6276,167.2119,92.0265
2021-02-22,3.3173,3.4292,134.6845,164.2888,91.6719
2021-02-23,3.3603,3.402,135.0654,164.5943,91.2692
2021-02-24,3.4314,3.424,133.724,163.7308,90.8796
2021-02-25,3.4346,3.3183,134.6228,163.1767,91.266
2021-02-26,3.4581,3.3738,136.3903,168.4661,91.1254
2021-03-01,3.4221,3.398,136.1737,166.7414,91.461
2021-03-02,3.4851,3.29,135.967,165.9983,91.5202
2021-03-03,3.4262,3.2474,139.5495,172.978,91.1522
2021-03-04,3.4996,3.2871,138.9731,172.2066,93.962
2021-03-05,3.4525,3.2739,141.1779,171.738,94.4415
2021-03-08,3.4519,3.3404,141.9149,169.6849,94.2417
2021-03-09,3.4842,3.2898,142.2724,166.1475,95.9084
2021-03-10,3.5511,3.3468,142.4676,162.0074,97.4792
2021-03-11,3.497,3.2173,142.4864,163.8301,97.7494
2021-03-12,3.3652,3.0306,142.2632,162.3194,97.0151
2021-03-15,3.3356,3.1984,144.2306,163.4818,95.9236
2021-03-16,3.3023,3.4193,148.6318,167.6747,95.7588
2021-03-17,3.3839,3.4634,149.9974,166.2081,96.0672
2021-03-18,3.3996,3.4031,146.6499,164.993,95.7934
2021-03-19,3.3096,3.3836,148.5173,162.2449,95.4142
2021-03-22,3.3039,3.5459,148.612,162.9837,95.5627
2021-03-23,3.3136,3.5117,147.0888,162.4744,95.1223
2021-03-24,3.3897,3.4951,148.0239,165.0425,94.5488
2021-03-25,3.4123,3.4972,145.7626,161.7664,96.9225
2021-03-26,3.4224,3.5031,147.324,163.3591,98.1256
2021-03-29,3.5155,3.6022,148.0636,164.3947,97.8378
2021-03-30,3.4385,3.5832,149.3238,163.63,97.8741
2021-03-31,3.3729,3.492,147.8163,162.0911,98.2422
2021-04-01,3.3317,3.4867,147.8234,162.0126,98.305
2021-04-02,3.2455,3.4331,149.7047,165.586,98.9233
2021-04-05,3.1921,3.2185,148.4233,162.5344,98.494
2021-04-06,3.167,3.3618,151.3118,162.9914,99.0179
2021-04-07,3.0643,3.199,149.6939,160.4941,98.2538
2021-04-08,2.9689,3.1598,149.3908,162.0012,99.1095
2021-04-09,2.8632,3.1613,149.9521,165.8972,98.4415
2021-04-12,2.7735,3.0984,148.636,164.1352,99.5131
2021-04-13,2.7824,3.0459,147.7373,163.4064,99.2256
2021-04-14,2.8282,2.9684,147.217,165.3938,99.3333
2021-04-15,3.028,3.0618,147.8959,162.3051,98.5367
2021-04-16,3.1974,3.1548,148.0972,162.7995,99.6852
2021-04-19,3.1262,3.182,148.7218,163.0829,99.0683
2021-04-20,3.2398,3.2281,148.2412,163.3206,100.6357
2021-04-21,3.2381,3.3245,150.4348,161.4141,100.3329
2021-04-22,3.1799,3.3658,151.5942,159.0121,100.6498
2021-04-23,2.9361,3.2694,154.3008,159.8957,99.4984
2021-04-26,3.0236,3.2163,152.5165,161.6527,100.9525
2021-04-27,2.9017,3.2046,152.007,162.9439,100.5719
2021-04-28,2.9129,3.0444,150.3392,162.5147,100.6482
2021-04-29,2.8637,3.1087,150.7594,161.2526,100.4277
2021-04-30,2.8903,3.126,150.3804,161.9701,100.245
2021-05-03,2.7722,2.932,148.7431,160.4296,100.3437
2021-05-04,2.8709,3.0897,151.6052,160.9579,100.4239
2021-05-05,2.8472,2.9557,149.1783,160.1708,100.4816
2021-05-06,2.7349,2.7912,147.4629,161.8945,99.1968
2021-05-07,2.6494,2.6662,146.6501,160.9636,100.1157
2021-05-10,2.652,2.634,148.0538,164.6187,99.7588
2021-05-11,2.678,2.7131,148.3426,162.0153,100.6827
2021-05-12,2.6918,2.6562,148.3187,163.4317,99.9166
2021-05-13,2.716,2.7374,148.8164,163.7601,100.3152
2021-05-14,2.857,2.7877,150.0608,165.1619,100.4022
2021-05-17,2.8419,2.7767,150.1179,166.4671,100.6787
2021-05-18,2.7261,2.9145,152.1428,164.155,100.4694
2021-05-19,2.7679,2.8522,150.5065,163.1948,99.4912
2021-05-20,2.6457,2.7118,150.3042,164.3048,98.7922
2021-05-21,2.6545,2.8556,151.6641,167.0893,99.2136
2021-05-24,2.666,2.8639,150.5492,165.4144,100.3397
2021-05-25,2.769,2.7733,148.5545,165.5351,101.075
2021-05-26,2.712,2.831,149.1219,165.1375,101.7876
2021-05-27,2.7476,2.7623,146.967,163.2557,102.4006
2021-05-28,2.7525,2.8634,147.2621,162.9894,102.6916
2021-05-31,2.8042,2.871,149.1466,163.1793,102.4217
2021-06-01,2.7491,2.7193,149.8467,166.4037,101.5386
2021-06-02,2.7545,2.7431,149.0569,165.4756,102.0814
2021-06-03,2.8673,2.7785,149.9244,168.5994,101.9494
2021-06-04,2.8265,2.8096,149.3072,168.6563,101.1743
2021-06-07,3.006,3.0572,150.0519,166.9182,102.3568
2021-06-08,3.0439,2.9827,146.4153,165.896,102.9216
2021-06-09,2.9093,3.0643,148.5832,167.2326,101.368
2021-06-10,3.0407,3.0277,149.2683,171.0909,101.4588
2021-06-11,3.1026,3.0246,147.1122,170.9246,102.2045
2021-06-14,3.051,2.908,146.4265,168.8441,102.7615
2021-06-15,3.1286,2.9145,146.2755,168.8068,103.4234
2021-06-16,2.958,2.9259,148.1742,170.3279,101.9214
2021-06-17,3.0402,2.9838,146.3376,172.901,102.4533
2021-06-18,3.0097,2.8979,145.4969,174.8996,103.2261
2021-06-21,2.9533,2.8537,145.1146,176.8274,103.4749
2021-06-22,3.0935,2.8688,143.7075,170.6394,105.1956
2021-06-23,2.9439,2.7575,143.0318,172.2512,103.6971
2021-06-24,2.7911,2.6504,141.7293,169.6981,102.1183
2021-06-25,2.8018,2.7254,144.4127,169.9162,102.8877
2021-06-28,2.794,2.7406,143.6973,167.0499,104.3384
2021-06-29,2.936,2.8207,143.0551,164.6136,105.4149
2021-06-30,2.9173,2.9033,145.3291,164.6786,104.744
2021-07-01,2.9939,2.9912,145.5871,162.033,105.9084
2021-07-02,2.9161,2.9804,145.5164,160.5774,104.6943
2021-07-05,3.0276,3.0385,146.1071,160.6327,105.4811
2021-07-06,3.0192,3.026,145.5322,154.5741,105.9876
2021-07-07,2.9423,3.1572,147.3729,156.5788,104.7628
2021-07-08,3.0723,3.2587,148.1568,157.0004,104.8798
2021-07-09,3.0898,3.3679,149.4523,156.4625,103.6497
2021-07-12,3.1631,3.4817,148.3652,152.5974,105.9256
2021-07-13,3.2088,3.6423,150.2965,158.5619,105.1747
2021-07-14,3.2935,3.753,151.8742,162.7713,104.1908
2021-07-15,3.332,3.7286,150.0159,158.1339,106.1797
2021-07-16,3.357,3.7966,149.303,153.3302,104.6058
2021-07-19,3.3028,3.5965,147.0768,155.7773,104.3764
2021-07-20,3.0954,3.6024,149.4404,156.7942,104.5285
2021-07-21,3.1828,3.5428,149.2514,157.549,105.0077
2021-07-22,3.2228,3.4779,147.8265,154.789,104.9117
2021-07-23,3.3649,3.6973,150.6471,155.8389,105.6338
2021-07-26,3.3296,3.7323,149.5324,156.8831,104.8877
2021-07-27,3.4186,3.8564,150.9012,154.0588,104.8843
2021-07-28,3.4019,3.7858,151.09,156.7269,103.9015
2021-07-29,3.4701,3.6828,151.2757,157.4192,106.1604
2021-07-30,3.4455,3.6089,152.1924,162.797,105.7898
2021-08-02,3.4102,3.5195,151.3307,163.0246,107.9781
2021-08-03,3.3806,3.5499,151.502,162.5066,109.7451
2021-08-04,3.3584,3.6583,153.2908,165.0703,109.4363
2021-08-05,3.4164,3.7265,153.5548,160.092,110.4316
2021-08-06,3.673,3.7363,151.5281,159.0942,110.9777
2021-08-09,3.6712,3.7497,151.3386,160.6156,111.6189
2021-08-10,3.6013,3.8166,153.906,161.9137,110.2051
2021-08-11,3.5324,3.7123,153.9169,161.2518,109.9565
2021-08-12,3.5212,3.6988,155.4157,158.7979,110.1802
2021-08-13,3.3609,3.8151,159.2431,160.5634,109.0458
2021-08-16,3.3146,3.9124,161.4567,159.169,108.7324
2021-08-17,3.423,3.8824,161.1949,159.2062,109.3243
2021-08-18,3.5694,3.8917,162.0292,159.6614,110.0263
2021-08-19,3.7298,4.0427,164.5783,158.2943,112.4929
2021-08-20,3.7112,4.0901,165.3402,160.6816,112.0973
2021-08-23,3.701,4.1802,167.3346,158.768,111.8902
2021-08-24,3.6547,4.1931,169.5215,159.4872,111.3135
2021-08-25,3.8122,4.1464,168.5669,158.8539,114.6263
2021-08-26,3.8561,4.1545,169.0195,158.8883,115.6542
2021-08-27,3.8708,4.1447,168.8836,156.0358,115.9618
2021-08-30,3.6724,4.0083,168.9277,155.7614,117.4695
2021-08-31,3.6087,4.0343,167.7533,154.7559,118.1472
2021-09-01,3.5495,3.9469,168.4837,157.7668,115.6283
2021-09-02,3.6539,4.1277,170.4715,155.2902,116.6384
2021-09-03,3.533,4.0299,169.4345,151.9991,116.0611
2021-09-06,3.4295,3.8193,167.364,150.1832,115.4124
2021-09-07,3.4187,3.8973,168.546,150.5906,113.0083
2021-09-08,3.3336,3.8522,167.8158,146.6843,114.5253
2021-09-09,3.3084,3.586,165.9852,149.4772,111.8824
2021-09-10,3.3473,3.6709,164.2941,145.8092,111.1048
2021-09-13,3.2218,3.5387,163.454,146.6819,110.3234
2021-09-14,3.084,3.4444,163.141,146.4823,109.814
2021-09-15,3.1585,3.4507,162.0345,145.6488,111.9197
2021-09-16,3.0486,3.5752,163.6795,145.1387,111.8409
2021-09-17,3.1801,3.784,165.7533,148.107,111.436
2021-09-20,3.566,3.8892,163.6909,145.2593,111.9896
2021-09-21,3.8961,4.0897,165.2802,144.3157,115.2771
2021-09-22,3.9466,4.1274,164.8569,143.0987,115.5247
2021-09-23,4.0818,4.1073,164.3164,139.4912,117.7422
2021-09-24,3.842,3.911,164.4278,144.6319,115.2084
2021-09-27,3.8692,3.8475,166.4206,145.9658,113.9974
2021-09-28,3.6497,3.8459,164.3133,139.4578,112.3712
2021-09-29,3.8576,3.9577,165.2106,138.7144,115.6158
2021-09-30,3.9462,3.9933,167.4696,137.8641,115.4289
2021-10-01,3.8993,4.0301,168.0134,137.907,114.2049
2021-10-04,3.971,3.8968,165.6686,136.4043,114.5441
2021-10-05,3.8448,3.999,166.9741,137.4234,113.5196
2021-10-06,3.9022,3.8443,165.1247,139.3369,113.3781
2021-10-07,3.959,3.7646,163.2849,139.3707,116.3032
2021-10-08,3.9521,3.9008,167.3468,144.7658,114.3648
2021-10-11,4.1233,3.9849,168.2154,146.7353,116.0784
2021-10-12,4.1342,3.9266,169.0607,148.628,115.0864
2021-10-13,4.1496,3.6869,167.2437,154.2884,114.0605
2021-10-14,4.1754,3.71,166.161,155.1061,114.6945
2021-10-15,4.1475,3.4732,162.2264,154.7131,117.5521
2021-10-18,3.9069,3.3576,162.2706,163.8901,117.3284
2021-10-19,4.0775,3.391,161.6741,160.9209,120.406
2021-10-20,4.1256,3.4284,157.4,156.7418,121.133
2021-10-21,3.9328,3.6782,161.1669,155.6888,119.1904
2021-10-22,3.9871,3.757,162.1629,156.9883,119.6599
2021-10-25,3.8191,3.9992,165.9554,155.7053,117.6261
2021-10-26,3.6588,3.8909,167.1413,156.4099,117.3962
2021-10-27,3.5764,3.9338,167.8268,156.2662,118.9288
2021-10-28,3.4815,3.8981,168.6364,159.2642,115.2658
2021-10-29,3.5067,3.8871,167.6728,155.2722,115.3519
2021-11-01,3.7189,3.9298,166.234,152.6569,115.8784
2021-11-02,3.8225,4.074,170.1946,154.3544,116.7409
2021-11-03,4.0277,3.8796,166.8258,148.3224,116.5975
2021-11-04,4.1209,3.5225,163.1167,146.66,118.7576
2021-11-05,3.8427,3.3834,161.3549,144.799,119.1361
2021-11-08,3.6244,3.433,163.6145,148.324,116.548
2021-11-09,3.6359,3.6205,164.6839,150.3653,117.618
2021-11-10,3.6259,3.7464,165.6907,149.1207,120.4694
2021-11-11,3.6705,3.9572,166.0515,146.7283,122.0967
2021-11-12,3.6607,3.9498,166.9558,150.1647,122.2786
2021-11-15,3.8442,4.2267,169.7173,151.5797,121.0676
2021-11-16,3.6186,4.2167,170.1467,150.4972,119.0192
2021-11-17,3.6485,4.4056,172.458,154.5549,115.6147
2021-11-18,3.6972,4.3086,170.04,148.5184,117.4359
2021-11-19,3.6541,4.4829,174.8261,158.3539,117.6562
2021-11-22,3.7327,4.3834,173.0038,152.9947,123.1511
2021-11-23,3.6727,4.3762,173.0436,152.3569,123.6373
2021-11-24,4.0745,4.354,170.4731,148.8306,127.3406
2021-11-25,4.06,4.1462,164.0954,141.4768,127.8734
2021-11-26,3.9518,3.9615,161.3604,138.8951,127.2451
2021-11-29,3.919,3.8399,158.6278,132.3764,128.0778
2021-11-30,3.9778,3.7864,156.2796,127.7865,130.2765
2021-12-01,4.0521,3.8651,156.9625,122.3457,134.6757
2021-12-02,4.067,3.8838,158.8893,122.7128,131.9716
2021-12-03,3.8286,3.7898,160.7494,124.2375,130.9768
2021-12-06,3.5116,3.6367,160.0188,126.939,130.4768
2021-12-07,3.3898,3.4481,160.4555,127.1727,129.3293
2021-12-08,3.1785,3.2791,159.5346,128.6508,128.2099
2021-12-09,3.1488,3.1438,158.0066,127.0203,127.559
2021-12-10,3.3799,3.4656,159.7094,126.7165,132.1785
2021-12-13,3.2385,3.3753,156.3326,121.8236,136.6551
2021-12-14,3.0834,3.4011,156.5896,122.7181,133.5475
2021-12-15,2.9043,3.3232,156.9998,124.4822,130.8372
2021-12-16,2.9133,3.301,157.2936,123.2038,137.011
2021-12-17,3.1345,3.3242,154.7476,119.5137,139.6548
2021-12-20,3.2559,3.47,159.0575,127.2366,137.6993
2021-12-21,3.2453,3.4697,158.7997,127.5675,135.4016
2021-12-22,3.0171,3.5905,161.0853,130.4095,135.8791
2021-12-23,2.9022,3.6391,160.4856,133.2118,129.2924
2021-12-24,2.5984,3.6346,162.6795,134.5435,123.3977
2021-12-27,2.3856,3.4165,160.7947,133.3892,127.3864
2021-12-28,2.4443,3.7,164.182,132.098,125.4811
2021-12-29,2.8194,3.9707,166.9754,135.4754,129.3953
2021-12-30,3.0046,4.274,166.5932,128.182,132.6118
2021-12-31,3.0695,4.2998,168.1333,128.926,130.3661
2022-01-03,3.5075,4.6829,170.2785,129.833,133.1489
2022-01-04,3.6673,4.8317,171.0012,130.3826,133.6636
2022-01-05,3.679,4.7823,168.292,123.2318,137.4074
2022-01-06,3.7054,4.7897,168.4264,122.5498,138.9616
2022-01-07,3.7177,4.709,164.6613,123.0713,142.5654
2022-01-10,3.8582,4.5483,161.3597,119.2671,144.867
2022-01-11,3.7936,4.9761,166.6432,118.776,142.9838
2022-01-12,3.8541,4.8713,165.1777,110.7353,147.4645
2022-01-13,3.603,4.7345,162.5286,106.3117,144.8905
2022-01-14,3.5249,4.6845,162.7013,103.5144,143.4041
2022-01-17,3.3887,4.5338,163.1058,105.0519,137.2045
2022-01-18,3.4309,4.4389,163.7816,106.5713,135.2387
2022-01-19,3.5245,4.4559,163.0034,106.5214,135.791
2022-01-20,3.5712,4.5163,161.9297,107.4803,133.74
2022-01-21,3.4419,4.0813,156.1831,101.1859,135.084
2022-01-24,3.3913,4.2912,159.2701,103.5752,136.431
2022-01-25,3.3392,4.2958,160.743,106.332,136.4052
2022-01-26,3.3241,4.2272,159.9894,104.5449,136.191
2022-01-27,3.0861,4.3035,161.4102,104.126,133.1529
2022-01-28,3.1489,4.172,162.0641,106.4573,136.5823
2022-01-31,3.1916,3.9408,160.263,102.5719,143.4781
2022-02-01,3.2042,3.7296,160.3632,105.0978,140.0887
2022-02-02,3.0385,3.7386,159.8928,104.5036,136.4373
2022-02-03,3.3559,3.7469,154.9951,105.0364,138.6286
2022-02-04,3.0263,3.5869,156.7638,106.4903,139.0141
2022-02-07,2.9271,3.5885,158.0036,104.879,137.5641
2022-02-08,2.5304,3.569,159.1292,104.944,134.1557
2022-02-09,2.0197,3.3184,158.8248,108.0156,133.4132
2022-02-10,1.9197,3.1664,159.6331,108.5869,133.4768
2022-02-11,1.7868,3.1307,157.9397,107.1667,134.8344
2022-02-14,1.9379,3.454,163.7259,109.5869,134.8083
2022-02-15,2.0473,3.5825,164.4296,106.9025,141.1559
2022-02-16,2.24,3.802,167.5157,104.4073,146.6869
2022-02-17,2.2637,3.7215,165.9137,103.1296,147.0541
2022-02-18,2.5309,3.9493,167.8561,104.2916,149.5232
2022-02-21,2.2922,3.5673,163.0148,100.7443,149.3398
2022-02-22,2.228,3.3462,161.8363,102.7006,151.9002
2022-02-23,2.1854,3.0424,158.2154,101.968,150.1476
2022-02-24,1.9237,2.6977,157.0719,106.3462,147.5001
2022-02-25,1.9684,2.9528,161.0828,108.2461,147.4477
2022-02-28,2.1176,3.0577,160.8163,112.3259,147.48
2022-03-01,2.1278,3.1135,160.5102,106.3048,150.1385
2022-03-02,2.0817,3.1064,161.6181,106.1992,149.3253
2022-03-03,2.0919,3.1238,162.0309,105.4801,151.2628
2022-03-04,2.055,3.2825,164.0984,102.5717,152.7691
2022-03-07,2.1079,3.0279,163.1864,100.8703,155.3328
2022-03-08,2.053,2.8623,159.2001,94.5981,158.5999
2022-03-09,2.153,2.9595,161.085,98.4551,155.7385
2022-03-10,2.1969,2.8215,159.4077,99.2721,155.469
2022-03-11,2.3318,2.9306,157.4894,97.4971,157.1374
2022-03-14,2.4855,2.8637,155.2742,98.3775,160.8362
2022-03-15,2.5821,2.8528,155.7646,101.056,160.2405
2022-03-16,2.5982,2.8882,156.5622,103.3512,160.9968
2022-03-17,2.7413,2.8603,154.2114,101.4774,164.1312
2022-03-18,2.7178,2.7798,153.4824,102.8336,163.8347
2022-03-21,2.483,2.4112,148.1739,99.9033,166.7662
2022-03-22,2.4741,2.4259,149.6282,98.309,167.5793
2022-03-23,2.2102,2.173,145.4571,95.318,166.6886
2022-03-24,2.3681,2.2873,145.6264,94.5853,164.9943
2022-03-25,2.4517,2.2252,143.7112,94.1792,167.79
2022-03-28,2.3887,2.0704,141.5015,93.2436,164.2857
2022-03-29,2.4275,2.04,141.1231,94.0089,160.8972
2022-03-30,2.5764,2.0887,141.2135,93.2278,162.1638
2022-03-31,2.3981,1.9491,139.89,94.6318,159.3622
2022-04-01,2.535,2.0808,141.2567,93.0146,160.3416
2022-04-04,2.4981,2.2216,143.7989,92.7498,161.2329
2022-04-05,2.5394,2.3027,145.0002,96.1046,157.7347
2022-04-06,2.7906,2.4867,145.108,94.4863,160.5683
2022-04-07,2.8396,2.578,144.5085,93.1937,163.9831
2022-04-08,2.6911,2.5949,146.2758,95.478,162.2777
2022-04-11,2.5033,2.3865,144.0496,93.8363,164.6155
2022-04-12,2.4359,2.1936,143.1525,96.1724,163.1687
2022-04-13,2.5052,2.1391,144.3233,98.5144,162.5128
2022-04-14,2.261,2.0184,143.8545,96.8914,161.568
2022-04-15,2.3839,2.0211,143.0859,95.7017,165.1414
2022-04-18,2.3549,1.9788,141.7048,95.8557,162.9044
2022-04-19,2.4389,2.1564,142.5023,95.3498,163.723
2022-04-20,2.4574,2.1661,143.9823,93.5616,162.1429
2022-04-21,2.369,2.2622,143.0853,93.5309,159.9162
2022-04-22,2.3111,2.2331,142.2274,93.611,159.5149
2022-04-25,2.2943,2.2175,141.4725,94.4973,161.9843
2022-04-26,2.433,2.4218,143.7351,95.7498,164.0364
2022-04-27,2.489,2.5128,143.5785,94.9121,165.416
2022-04-28,2.3963,2.2955,140.6009,93.2281,167.5555
2022-04-29,2.4475,2.404,142.3784,94.0779,165.4798
2022-05-02,2.4376,2.3288,142.157,93.2196,166.3188
2022-05-03,2.3939,2.2299,142.0187,94.1403,163.8292
2022-05-04,2.3665,2.2801,140.7945,94.7507,162.6324
2022-05-05,2.3923,2.1162,139.5164,94.9453,159.3185
2022-05-06,2.2145,2.2044,141.3738,94.5306,158.2141
2022-05-09,2.2031,2.2118,143.147,97.1318,156.5101
2022-05-10,2.2731,2.0913,140.3601,96.2676,156.1479
2022-05-11,2.4032,2.1701,139.2201,94.2591,157.3729
2022-05-12,2.4427,2.2929,140.8266,94.7811,156.9562
2022-05-13,2.4717,2.4234,141.2876,94.832,156.6936
2022-05-16,2.3638,2.4301,142.5674,95.3448,156.5946
2022-05-17,2.4317,2.5916,143.2814,94.916,156.6727
2022-05-18,2.3884,2.5298,141.4753,93.1938,156.7397
2022-05-19,2.3953,2.6095,140.9337,92.0991,156.1468
2022-05-20,2.5251,2.6848,141.5708,92.9746,155.7422
2022-05-23,2.5486,2.526,139.3651,94.2561,158.6897
2022-05-24,2.6341,2.4868,138.4335,95.8557,159.9075
2022-05-25,2.6545,2.3824,137.4827,94.9747,159.6118
